,$schema,id,type,namespace,title,comment,timestamp,user,bot,minor,patrolled,server_url,server_name,server_script_path,wiki,parsedcomment,meta_domain,meta_uri,meta_request_id,meta_stream,meta_topic,meta_dt,meta_partition,meta_offset,meta_id,length_old,length_new,revision_old,revision_new
0,/mediawiki/recentchange/1.0.0,11977132,edit,0,Gvadalupės mergelė,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.8,1611249080,InternetArchiveBot,TRUE,FALSE,,https://lt.wikipedia.org,lt.wikipedia.org,/w,ltwiki,Rescuing 1 sources and tagging 0 as dead.) #IABot (v2.0.8,lt.wikipedia.org,https://lt.wikipedia.org/wiki/Gvadalup%C4%97s_mergel%C4%97,YAm1uApAEKYAARWU4JQAAAAT,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:20Z,0,2887301751,921556e5-48f7-4cd6-8d59-c05023d8a05d,41344,41488,6026493,6078812
0,/mediawiki/recentchange/1.0.0,1344686592,edit,0,Zephyranthes refugiensis,[[User:Monkbot/task 18|Task 18b (cosmetic)]]: eval 1 template: hyphenate params (1×);,1611249078,Monkbot,TRUE,TRUE,,https://en.wikipedia.org,en.wikipedia.org,/w,enwiki,"<a href=""/wiki/User:Monkbot/task_18"" class=""mw-redirect"" title=""User:Monkbot/task 18"">Task 18b (cosmetic)</a>: eval 1 template: hyphenate params (1×);",en.wikipedia.org,https://en.wikipedia.org/wiki/Zephyranthes_refugiensis,YAm1tQpAIDYAACMSIMYAAAFT,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:18Z,0,2887301752,077b4133-8d24-4ce7-91d0-c281535c6423,1218,1219,863449581,1001844789
0,/mediawiki/recentchange/1.0.0,1389063107,edit,0,Q36825770,/* wbsetdescription-set:1|ast */ artículu científicu espublizáu en 1988,1611249082,XabatuBot,TRUE,FALSE,TRUE,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Changed Asturian description: </span></span> artículu científicu espublizáu en 1988",www.wikidata.org,https://www.wikidata.org/wiki/Q36825770,YAm1ugpAIDkAAHm8RhYAAABD,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:22Z,0,2887301754,d3572b0f-43d0-43d6-bc52-991af18a35ab,88813,88833,1345601680,1345601890
0,/mediawiki/recentchange/1.0.0,22677056,edit,0,بحيره لاك اوكس سيريسيرس,اضافه لنكات  عن طريق [[Project:AWB|اوب]],1611249075,Redakingbot,TRUE,TRUE,,https://arz.wikipedia.org,arz.wikipedia.org,/w,arzwiki,"اضافه لنكات  عن طريق <a href=""/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:AWB"" class=""mw-redirect"" title=""ويكيبيديا:AWB"">اوب</a>",arz.wikipedia.org,https://arz.wikipedia.org/wiki/%D8%A8%D8%AD%D9%8A%D8%B1%D9%87_%D9%84%D8%A7%D9%83_%D8%A7%D9%88%D9%83%D8%B3_%D8%B3%D9%8A%D8%B1%D9%8A%D8%B3%D9%8A%D8%B1%D8%B3,YAm1swpAIDYAACMSICgAAAFU,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:15Z,0,2887301755,80261fe3-3d9e-4abe-8b38-77331d589dc4,449,633,2547061,4564245
0,/mediawiki/recentchange/1.0.0,130644719,edit,0,重庆北站,/* 车站规模 */,1611249080,MNXANL,FALSE,FALSE,,https://zh.wikipedia.org,zh.wikipedia.org,/w,zhwiki,"<span dir=""auto""><span class=""autocomment""><a href=""/wiki/%E9%87%8D%E5%BA%86%E5%8C%97%E7%AB%99#车站规模"" title=""重庆北站"">→‎车站规模</a></span></span>",zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E9%87%8D%E5%BA%86%E5%8C%97%E7%AB%99,YAm1twpAEJsAASzh8L0AAAAD,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:20Z,0,2887301756,f6a1793a-dfed-42e5-9d57-530f42a2ccca,35078,35061,63853088,63853199
0,/mediawiki/recentchange/1.0.0,1344686591,edit,0,Vishal (actor),,1611249078,37.175.100.59,FALSE,FALSE,,https://en.wikipedia.org,en.wikipedia.org,/w,enwiki,,en.wikipedia.org,https://en.wikipedia.org/wiki/Vishal_(actor),YAm1tgpAMMYAAkGZv3EAAADD,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:18Z,0,2887301757,89324ba0-1e81-4165-aa5d-44a351ff3cc9,39610,39493,1001844701,1001844791
0,/mediawiki/recentchange/1.0.0,81206406,edit,0,"if all you have is a hammer, everything looks like a nail","Reverted edits by [[Special:Contributions/82.26.240.238|82.26.240.238]]. If you think this rollback is in error, please leave a message on my talk page.",1611249081,Robbie SWE,FALSE,TRUE,TRUE,https://en.wiktionary.org,en.wiktionary.org,/w,enwiktionary,"Reverted edits by <a href=""/wiki/Special:Contributions/82.26.240.238"" title=""Special:Contributions/82.26.240.238"">82.26.240.238</a>. If you think this rollback is in error, please leave a message on my talk page.",en.wiktionary.org,"https://en.wiktionary.org/wiki/if_all_you_have_is_a_hammer,_everything_looks_like_a_nail",YAm1uQpAEKAAAQpCWk8AAAAS,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:21Z,0,2887301761,01d304c4-8dd4-4fd0-8e97-06e05477db47,1865,1669,61620990,61621703
0,/mediawiki/recentchange/1.0.0,301201876,edit,0,Chris Roberts (Schlagersänger),Bot: kleinere korrekturen: lf: faz.net; siehe [[user:CamelBot]].,1611249079,CamelBot,TRUE,TRUE,,https://de.wikipedia.org,de.wikipedia.org,/w,dewiki,"Bot: kleinere korrekturen: lf: faz.net; siehe <a href=""/wiki/Benutzer:CamelBot"" title=""Benutzer:CamelBot"">user:CamelBot</a>.",de.wikipedia.org,https://de.wikipedia.org/wiki/Chris_Roberts_(Schlagers%C3%A4nger),YAm1twpAIDYAACMSIVcAAAFV,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:19Z,0,2887301762,e7964477-e49e-4415-ba90-17aa0ef61b38,13566,13647,207908238,207909146
0,/mediawiki/recentchange/1.0.0,1592736338,edit,14,Category:Snow fences,remove template since all sitelinks are provided by Wikidata,1611249077,ArndBot,TRUE,FALSE,TRUE,https://commons.wikimedia.org,commons.wikimedia.org,/w,commonswiki,remove template since all sitelinks are provided by Wikidata,commons.wikimedia.org,https://commons.wikimedia.org/wiki/Category:Snow_fences,YAm1tQpAMMwAApykqPoAAAAC,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:17Z,0,2887301763,7641fcd5-f3fa-46d7-9a15-f203965a9a74,242,200,525127679,527437905
0,/mediawiki/recentchange/1.0.0,1389063115,edit,0,Q37914697,"/* wbsetdescription-add:1|bn */ রাশিয়ার একটি দ্বীপ, [[:toollabs:quickstatements/#/batch/48173|batch #48173]]",1611249082,Tahmid02016,FALSE,FALSE,TRUE,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">[bn] বিবরণ যোগ হয়েছে: </span></span> রাশিয়ার একটি দ্বীপ, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48173"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48173</a>",www.wikidata.org,https://www.wikidata.org/wiki/Q37914697,YAm1ugpAEMYAALjmBJEAAADQ,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:22Z,0,2887301764,51024218-5f4d-488f-a617-f2e83fe9931f,8067,8163,898245215,1345601888
0,/mediawiki/recentchange/1.0.0,1389063108,edit,0,Q3219927,/* wbsetqualifier-add:1| */ [[Property:P1352]]: 440,1611249080,CyclingInitBot,TRUE,FALSE,TRUE,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Added qualifier: </span></span> <a href=""/wiki/Property:P1352"" title=""Property:P1352"">Property:P1352</a>: 440",www.wikidata.org,https://www.wikidata.org/wiki/Q3219927,YAm1twpAAMAAAhtaQToAAAEN,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:20Z,0,2887301766,c8431837-c14c-4fe5-a14c-59dc12602540,40890,41210,1345601851,1345601863
0,/mediawiki/recentchange/1.0.0,1389063112,edit,0,Q61709788,"/* wbsetclaim-update:2||1 */ [[Property:P8687]]: 1,199",1611249081,BorkedBot,TRUE,FALSE,TRUE,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Changed claim: </span></span> <a href=""/wiki/Property:P8687"" title=""Property:P8687"">Property:P8687</a>: 1,199",www.wikidata.org,https://www.wikidata.org/wiki/Q61709788,YAm1uApAAMAAAhtaQYYAAAEI,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:21Z,0,2887301767,5cf5dd83-9cab-4b7e-86d4-2f4e9a7ed110,7696,7699,1345601844,1345601870
0,/mediawiki/recentchange/1.0.0,1389063111,edit,0,Q79111591,/* wbeditentity-update-languages-short:0||ga */ Irish label added,1611249082,LogainmBot,TRUE,FALSE,TRUE,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Changed label, description and/or aliases in ga: </span></span> Irish label added",www.wikidata.org,https://www.wikidata.org/wiki/Q79111591,YAm1ugpAAMAAAeHcxIUAAADH,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:22Z,0,2887301768,e4f99f98-1f85-4e6a-b0a3-a8c9eadff92d,32354,32421,1306888053,1345601892
0,/mediawiki/recentchange/1.0.0,1344686597,edit,15,Category talk:Scientific societies based in India,orgn wp,1611249081,Johnsoniensis,FALSE,FALSE,,https://en.wikipedia.org,en.wikipedia.org,/w,enwiki,orgn wp,en.wikipedia.org,https://en.wikipedia.org/wiki/Category_talk:Scientific_societies_based_in_India,YAm1uQpAIHkAAkre@zoAAAAU,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:21Z,0,2887301771,bb2fa590-08e9-4272-89e1-169baebcfc76,114,124,911591288,1001844795
0,/mediawiki/recentchange/1.0.0,247320475,edit,1,نقاش:فرنسيسكو تيكسيرا,بوت: معادلة تقييم جودة مشاريع الويكي (ᴇɴ),1611249080,JarBot,TRUE,TRUE,,https://ar.wikipedia.org,ar.wikipedia.org,/w,arwiki,بوت: معادلة تقييم جودة مشاريع الويكي (ᴇɴ),ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D9%86%D9%82%D8%A7%D8%B4:%D9%81%D8%B1%D9%86%D8%B3%D9%8A%D8%B3%D9%83%D9%88_%D8%AA%D9%8A%D9%83%D8%B3%D9%8A%D8%B1%D8%A7,YAm1uApAEMIAAFYB7XkAAAAG,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:20Z,0,2887301773,935273c2-6df0-455c-bd7c-f9d3b8afe726,227,300,52438269,52438280
0,/mediawiki/recentchange/1.0.0,1389063096,edit,0,Q9397331,"/* wbsetdescription-add:1|ast */ páxina de dixebra de Wikimedia, [[:toollabs:quickstatements/#/batch/48176|batch #48176]]",1611249081,Amasuela,FALSE,FALSE,TRUE,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Amestada la descripción en [ast]: </span></span> páxina de dixebra de Wikimedia, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48176"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48176</a>",www.wikidata.org,https://www.wikidata.org/wiki/Q9397331,YAm1uQpAEMQAAGSJ2LgAAACO,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:21Z,0,2887301775,5f799d6d-bc04-437e-88fb-324e8abd1112,9751,9843,765614781,1345601877
0,/mediawiki/recentchange/1.0.0,1389063103,edit,0,Q900833,"/* wbsetaliases-add:2|fr */ cycle de Trinkler, cycle de Seiliger",1611249081,Olyon01,FALSE,FALSE,TRUE,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Alias&#160;[fr] ajoutés : </span></span> cycle de Trinkler, cycle de Seiliger",www.wikidata.org,https://www.wikidata.org/wiki/Q900833,YAm1uApAEDcAAHUdwZYAAABW,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:21Z,0,2887301776,cef68d2c-662c-4b17-a0ea-1ba23ed3e90c,6701,6843,1345601854,1345601869
0,/mediawiki/recentchange/1.0.0,1592736345,edit,6,"File:Commercial sheep grazing, Kent ewes - geograph.org.uk - 451220.jpg","/* wbsetclaim-update:2||1|1 */ [[d:Special:EntityPage/P625]]: 50°56'59.21""N, 0°34'35.40""E, automatically updating [[Commons:Structured data|structured data claims]]: coordinate",1611249081,SchlurcherBot,TRUE,FALSE,TRUE,https://commons.wikimedia.org,commons.wikimedia.org,/w,commonswiki,"‎<span dir=""auto""><span class=""autocomment"">Aussage geändert: </span></span> <a href=""https://www.wikidata.org/wiki/Special:EntityPage/P625"" class=""extiw"" title=""d:Special:EntityPage/P625"">d:Special:EntityPage/P625</a>: 50°56&#039;59.21&quot;N, 0°34&#039;35.40&quot;E, automatically updating <a href=""/wiki/Commons:Structured_data"" title=""Commons:Structured data"">structured data claims</a>: coordinate",commons.wikimedia.org,"https://commons.wikimedia.org/wiki/File:Commercial_sheep_grazing,_Kent_ewes_-_geograph.org.uk_-_451220.jpg",YAm1uDY6BqInV5N3kQIPcAAAAE4,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:21Z,0,2887301777,19ad072a-5284-4374-b33e-38d7a5fd8de6,6516,6873,509371691,527437909
0,/mediawiki/recentchange/1.0.0,1389063102,edit,0,Q29912989,"/* wbsetdescription-add:1|ast */ páxina de dixebra de Wikimedia, [[:toollabs:quickstatements/#/batch/48176|batch #48176]]",1611249082,Amasuela,FALSE,FALSE,TRUE,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Amestada la descripción en [ast]: </span></span> páxina de dixebra de Wikimedia, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48176"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48176</a>",www.wikidata.org,https://www.wikidata.org/wiki/Q29912989,YAm1ugpAIHoAARiMYIIAAAAT,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:22Z,0,2887301779,7e7a784c-ad60-4dbc-af1d-bdb7230a03c4,9768,9860,772915537,1345601882
0,/mediawiki/recentchange/1.0.0,320740929,edit,0,Kirkwall,"Ändrat dödsår för Magnus Erlendsson från 1117 till 1115, se annan Wikipediaartikel över honom.",1611249081,83.249.79.5,FALSE,FALSE,,https://sv.wikipedia.org,sv.wikipedia.org,/w,svwiki,"Ändrat dödsår för Magnus Erlendsson från 1117 till 1115, se annan Wikipediaartikel över honom.",sv.wikipedia.org,https://sv.wikipedia.org/wiki/Kirkwall,YAm1uQpAMMYAAmM3rWEAAAEJ,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:21Z,0,2887301780,35cbfc83-95e7-4488-8924-811f5d29bd6b,3191,3196,39683661,48786504
0,/mediawiki/recentchange/1.0.0,1592736347,edit,7,File talk:Construction tetrahexaflexagone.svg,/* Error in image */,1611249083,Bop34,FALSE,FALSE,FALSE,https://commons.wikimedia.org,commons.wikimedia.org,/w,commonswiki,"<span dir=""auto""><span class=""autocomment""><a href=""/wiki/File_talk:Construction_tetrahexaflexagone.svg#Error_in_image"" title=""File talk:Construction tetrahexaflexagone.svg"">→‎Error in image</a></span></span>",commons.wikimedia.org,https://commons.wikimedia.org/wiki/File_talk:Construction_tetrahexaflexagone.svg,YAm1uwpAAL8AAmIJ4@IAAABN,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:23Z,0,2887301781,1c523051-b0fe-46b9-8436-317f4c351a4a,143,277,527437848,527437913
0,/mediawiki/recentchange/1.0.0,95495202,edit,0,Fördős Zé,,1611249082,84.236.38.175,FALSE,FALSE,,https://hu.wikipedia.org,hu.wikipedia.org,/w,huwiki,,hu.wikipedia.org,https://hu.wikipedia.org/wiki/F%C3%B6rd%C5%91s_Z%C3%A9,YAm1ugpAEDMAAEXW2n0AAAAK,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:22Z,0,2887301784,8a571e02-9950-49e8-81a2-bb985adc0ea7,3859,3859,23428484,23471882
0,/mediawiki/recentchange/1.0.0,283652736,edit,0,Roberto Bolle,,1611249075,31.27.161.68,FALSE,FALSE,FALSE,https://it.wikipedia.org,it.wikipedia.org,/w,itwiki,,it.wikipedia.org,https://it.wikipedia.org/wiki/Roberto_Bolle,YAm1swpAEMYAAEboEKkAAABC,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:15Z,0,2887301785,705b2a7d-c7e8-44de-a874-0a5f202f1bee,14205,14204,118137099,118137108
0,/mediawiki/recentchange/1.0.0,1389063105,edit,0,Q41737834,"/* wbsetdescription-add:1|ast */ páxina de dixebra de Wikimedia, [[:toollabs:quickstatements/#/batch/48176|batch #48176]]",1611249082,Amasuela,FALSE,FALSE,TRUE,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Amestada la descripción en [ast]: </span></span> páxina de dixebra de Wikimedia, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F48176"" class=""extiw"" title=""toollabs:quickstatements/"">batch #48176</a>",www.wikidata.org,https://www.wikidata.org/wiki/Q41737834,YAm1ugpAMNgAA7RsqhIAAABV,mediawiki.recentchange,eqiad.mediawiki.recentchange,2021-01-21T17:11:22Z,0,2887301788,2e66f51b-7367-431f-907d-6ff84fcfa0b2,15267,15359,769849447,1345601886
